file,scene,split,kind,density_bucket,boxes,copies_in_export,split_in_export
Day_202102191756_P_Right_Back_Cut1_00205_jpg__2.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,6,1,valid
image_849_jpg.jpg,image,train,indoor,d3-5,4,2,train
image_849_jpg__2.jpg,image,train,indoor,d3-5,4,1,train
Day_202102191756_P_Right_Back_Cut1_00855_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,7,1,train
Day_202102191756_P_Right_Back_Cut1_00855_jpg__2.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,7,3,train
Day_202102191756_P_Right_Back_Cut1_00915_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,4,1,train
Day_200205_Right_Back_Cut1_Img_00022_jpg.jpg,Day_200205_Right_Back_Cut1_Img,train,outdoor,d3-5,3,3,train
Day_200205_Right_Back_Cut1_Img_00022_jpg__2.jpg,Day_200205_Right_Back_Cut1_Img,train,outdoor,d3-5,3,2,test
01-08-2022__12-57-31PM_jpg.jpg,01-08-2022__12-57-31PM,train,indoor,d6-10,7,3,train
040840_58_692387_jpg__2.jpg,040840_58,train,semi,d0-2,1,1,train
01-08-2022__10-41-25AM_jpg.jpg,01-08-2022__10-41-25AM,train,indoor,d0-2,2,1,train
Day_2102191726_P_Right_Back_Cut1_00016_jpg.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,1,2,valid
img965796317375_jpg.jpg,img965796317375,train,unknown,d6-10,6,1,train
01-08-2022__11-40-23AM_jpg.jpg,01-08-2022__11-40-23AM,train,indoor,d3-5,4,2,train
image_656_jpg.jpg,image,train,indoor,d3-5,2,2,train
image_656_jpg__2.jpg,image,train,indoor,d3-5,2,1,train
output1_mp4-21_jpg.jpg,output1_mp4-21,val,unknown,d3-5,3,4,train
output1_mp4-21_jpg__2.jpg,output1_mp4-21,val,unknown,d3-5,3,2,train
Day_202102191756_P_Right_Back_Cut1_00305_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,10,2,train
image_284_jpg.jpg,image,train,indoor,d3-5,5,1,train
Day_2102191726_P_Right_Back_Cut1_00296_jpg.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,6,4,train
image_526_jpg.jpg,image,train,indoor,d3-5,3,4,train
00230_jpg.jpg,00230,train,unknown,d0-2,1,1,train
01983_jpg.jpg,01983,train,unknown,d0-2,1,2,train
01983_jpg__2.jpg,01983,train,unknown,d0-2,1,1,test
01-08-2022__03-22-58PM_jpg.jpg,01-08-2022__03-22-58PM,test,indoor,d3-5,3,2,train
01-08-2022__03-22-58PM_jpg__2.jpg,01-08-2022__03-22-58PM,test,indoor,d3-5,3,3,valid
01-08-2022__03-10-32PM_jpg.jpg,01-08-2022__03-10-32PM,val,indoor,d0-2,2,3,train
00381_jpg.jpg,00381,test,unknown,d0-2,2,1,train
img965796432428_jpg.jpg,img965796432428,train,unknown,d3-5,3,3,train
img965796432428_jpg__2.jpg,img965796432428,train,unknown,d3-5,3,1,train
01-08-2022__03-38-22PM_jpg.jpg,01-08-2022__03-38-22PM,train,indoor,d3-5,3,4,train
Day_2102191625_N_Right_Back_Cut1_00684_jpg.jpg,Day_2102191625_N_Right_Back_Cut1,train,outdoor,d0-2,3,1,train
Day_2102191625_N_Right_Back_Cut1_00684_jpg__2.jpg,Day_2102191625_N_Right_Back_Cut1,train,outdoor,d0-2,3,2,train
01-08-2022__09-59-54AM_jpg.jpg,01-08-2022__09-59-54AM,train,indoor,d0-2,2,2,train
01-08-2022__09-59-54AM_jpg__2.jpg,01-08-2022__09-59-54AM,train,indoor,d0-2,2,2,valid
img965796226990_jpg.jpg,img965796226990,test,unknown,d6-10,7,2,train
img965796226990_jpg__2.jpg,img965796226990,test,unknown,d6-10,7,1,train
Day_08051212_Right_Back_Cut1_00063_jpg.jpg,Day_08051212_Right_Back_Cut1,test,outdoor,d0-2,1,5,train
040843_11_715031_jpg.jpg,040843_11,train,semi,d0-2,1,4,train
040840_57_083124_jpg.jpg,040840_57,train,semi,d0-2,1,1,train
040840_57_083124_jpg__2.jpg,040840_57,train,semi,d0-2,1,1,train
01-08-2022__01-55-29PM_jpg.jpg,01-08-2022__01-55-29PM,test,indoor,d0-2,1,1,train
img96579662921_jpg.jpg,img96579662921,val,unknown,d3-5,3,4,train
img96579662921_jpg__2.jpg,img96579662921,val,unknown,d3-5,3,2,train
66240_jpg.jpg,66240,train,unknown,d3-5,5,2,test
66240_jpg__2.jpg,66240,train,unknown,d3-5,5,3,test
Day_06101541_Right_Back_2_Cut1_00430_jpg.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,6,2,train
Day_06101541_Right_Back_2_Cut1_00430_jpg__2.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,6,1,train
Day_06101541_Right_Back_2_Cut1_00690_jpg.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,10,1,train
Day_06101541_Right_Back_2_Cut1_00690_jpg__2.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,10,2,valid
01-08-2022__11-38-52AM_jpg.jpg,01-08-2022__11-38-52AM,val,indoor,d3-5,3,3,train
01-08-2022__11-38-52AM_jpg__2.jpg,01-08-2022__11-38-52AM,val,indoor,d3-5,3,1,train
image_506_jpg.jpg,image,train,indoor,d3-5,7,2,train
01-08-2022__01-55-29PM_jpg__2.jpg,01-08-2022__01-55-29PM,test,indoor,d0-2,1,1,test
img965796160061_jpg.jpg,img965796160061,train,unknown,d6-10,7,2,train
00518_jpg.jpg,00518,train,unknown,d0-2,2,1,train
00518_jpg__2.jpg,00518,train,unknown,d0-2,2,1,valid
Day_07141436_Right_Back_Cut1_00968_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,9,2,train
01-08-2022__02-05-08PM_jpg.jpg,01-08-2022__02-05-08PM,train,indoor,d0-2,1,2,train
00340_jpg.jpg,00340,train,unknown,d0-2,2,2,train
image_643_jpg.jpg,image,train,indoor,d3-5,4,2,train
image_643_jpg__2.jpg,image,train,indoor,d3-5,4,2,train
Road-004_00179_jpg.jpg,Road-004,train,outdoor,d0-2,7,2,train
Road-004_00179_jpg__2.jpg,Road-004,train,outdoor,d0-2,7,1,train
01-08-2022__01-19-18PM_jpg.jpg,01-08-2022__01-19-18PM,train,indoor,d3-5,4,4,test
SeieeDept-051_00550_jpg.jpg,SeieeDept-051,train,outdoor,d0-2,1,1,train
SeieeDept-051_00550_jpg__2.jpg,SeieeDept-051,train,outdoor,d0-2,1,4,valid
CAM41-23-08-2022__05-28-37PMgt_jpg.jpg,CAM41-23-08-2022__05-28-37PMgt,train,unknown,d0-2,1,5,train
CAM41-23-08-2022__05-28-37PMgt_jpg__2.jpg,CAM41-23-08-2022__05-28-37PMgt,train,unknown,d0-2,1,2,train
image03750_jpg.jpg,image03750,train,indoor,d10+,66,2,test
image03750_jpg__2.jpg,image03750,train,indoor,d10+,66,1,train
01864_jpg.jpg,01864,train,unknown,d0-2,1,3,train
01864_jpg__2.jpg,01864,train,unknown,d0-2,1,2,valid
image_900_jpg.jpg,image,train,indoor,d3-5,4,3,train
opencv_frame_13740_png_jpg.jpg,opencv_frame,train,indoor,d0-2,1,5,train
SeieeDept-031_00478_jpg.jpg,SeieeDept-031,test,outdoor,d0-2,1,3,train
opencv_frame_13740_png_jpg__2.jpg,opencv_frame,train,indoor,d0-2,1,1,train
image_600_jpg.jpg,image,train,indoor,d3-5,4,2,train
image_600_jpg__2.jpg,image,train,indoor,d3-5,4,1,train
01659_jpg.jpg,01659,train,unknown,d0-2,1,1,train
01659_jpg__2.jpg,01659,train,unknown,d0-2,1,3,train
image_96_jpg.jpg,image_96,train,indoor,d3-5,5,3,test
Day_07141436_Right_Back_Cut1_01048_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,10,3,train
01-08-2022__09-59-51AM_jpg.jpg,01-08-2022__09-59-51AM,train,indoor,d0-2,1,4,train
01926_jpg.jpg,01926,train,unknown,d0-2,1,2,valid
01926_jpg__2.jpg,01926,train,unknown,d0-2,1,1,test
SeieeDept-031_00478_jpg__2.jpg,SeieeDept-031,test,outdoor,d0-2,1,2,train
01-08-2022__10-07-11AM_jpg.jpg,01-08-2022__10-07-11AM,val,indoor,d0-2,2,1,train
Road-004_00434_jpg.jpg,Road-004,train,outdoor,d0-2,1,4,valid
Road-004_00434_jpg__2.jpg,Road-004,train,outdoor,d0-2,1,2,valid
SeieeDept-015_00763_jpg.jpg,SeieeDept-015,train,outdoor,d0-2,1,5,train
img970324101533_jpg.jpg,img970324101533,test,unknown,d0-2,2,2,train
img970324101533_jpg__2.jpg,img970324101533,test,unknown,d0-2,2,1,valid
CAM6-21-08-2022__06-27-29PMgt_jpg.jpg,CAM6-21-08-2022__06-27-29PMgt,train,unknown,d0-2,1,3,train
CAM6-21-08-2022__06-27-29PMgt_jpg__2.jpg,CAM6-21-08-2022__06-27-29PMgt,train,unknown,d0-2,1,1,train
image_403_jpg.jpg,image,train,indoor,d3-5,6,2,train
image_403_jpg__2.jpg,image,train,indoor,d3-5,6,1,train
01-08-2022__03-05-13PM_jpg.jpg,01-08-2022__03-05-13PM,test,indoor,d3-5,4,1,train
SeieeDept-025_00923_jpg.jpg,SeieeDept-025,train,outdoor,d0-2,1,2,valid
CAM36-21-08-2022__06-27-33PMgt_jpg.jpg,CAM36-21-08-2022__06-27-33PMgt,train,unknown,d0-2,2,4,valid
CAM38-25-08-2022__07-03-30PMgt_jpg.jpg,CAM38-25-08-2022__07-03-30PMgt,train,unknown,d0-2,2,2,train
CAM38-25-08-2022__07-03-30PMgt_jpg__2.jpg,CAM38-25-08-2022__07-03-30PMgt,train,unknown,d0-2,2,1,train
Day_2102191726_P_Right_Back_Cut1_00216_jpg.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,3,2,train
Day_202102191756_P_Right_Back_Cut1_00475_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,10,1,train
Day_202102191756_P_Right_Back_Cut1_00475_jpg__2.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,10,1,train
image_755_jpg.jpg,image,train,indoor,d3-5,6,3,valid
image_755_jpg__2.jpg,image,train,indoor,d3-5,6,1,train
UAD8VF70N35F293AMG5B_jpg.jpg,UAD8VF70N35F293AMG5B,train,unknown,d3-5,3,2,train
01-08-2022__03-05-13PM_jpg__2.jpg,01-08-2022__03-05-13PM,test,indoor,d3-5,4,2,train
Day_2102191726_P_Right_Back_Cut1_00176_jpg.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,3,5,train
image_350_jpg.jpg,image,train,indoor,d3-5,5,1,train
image_446_jpg.jpg,image,train,indoor,d3-5,4,2,valid
01-08-2022__01-09-31PM_jpg.jpg,01-08-2022__01-09-31PM,train,indoor,d0-2,1,3,valid
01-08-2022__01-09-31PM_jpg__2.jpg,01-08-2022__01-09-31PM,train,indoor,d0-2,1,1,test
CAM37-23-08-2022__06-33-28PMgt_jpg.jpg,CAM37-23-08-2022__06-33-28PMgt,train,unknown,d0-2,1,1,train
CAM37-23-08-2022__06-33-28PMgt_jpg__2.jpg,CAM37-23-08-2022__06-33-28PMgt,train,unknown,d0-2,1,2,train
image_63_jpg.jpg,image_63,train,indoor,d0-2,2,4,train
01-08-2022__11-54-39AM_jpg.jpg,01-08-2022__11-54-39AM,test,indoor,d3-5,4,1,train
01-08-2022__11-54-39AM_jpg__2.jpg,01-08-2022__11-54-39AM,test,indoor,d3-5,5,1,train
image_527_jpg.jpg,image,train,indoor,d3-5,4,2,train
01-08-2022__08-32-39AM_jpg.jpg,01-08-2022__08-32-39AM,val,indoor,d0-2,2,3,train
01-08-2022__08-32-39AM_jpg__2.jpg,01-08-2022__08-32-39AM,val,indoor,d0-2,2,1,test
Day_07141436_Right_Back_Cut1_00278_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,4,2,train
Day_07141436_Right_Back_Cut1_00278_jpg__2.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,2,2,train
Day_07141436_Right_Back_Cut1_01188_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,9,2,train
Day_07141436_Right_Back_Cut1_01188_jpg__2.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,9,1,test
S1-T1-C-01070_jpeg_jpg.jpg,S1-T1-C-01070_jpeg,train,unknown,d3-5,3,3,train
S1-T1-C-01070_jpeg_jpg__2.jpg,S1-T1-C-01070_jpeg,train,unknown,d3-5,3,1,valid
Day_2102191726_P_Right_Back_Cut1_00026_jpg.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,2,2,train
QE_jpg.jpg,QE,val,unknown,d6-10,7,2,train
01-08-2022__12-11-31PM_jpg.jpg,01-08-2022__12-11-31PM,val,indoor,d3-5,4,4,train
BridgeEntrance-007_00503_jpg.jpg,BridgeEntrance-007,test,outdoor,d3-5,3,1,train
image_549_jpg.jpg,image,train,indoor,d3-5,4,2,train
01-08-2022__01-48-21PM_jpg.jpg,01-08-2022__01-48-21PM,train,indoor,d0-2,1,2,train
img97032463728_jpg.jpg,img97032463728,train,unknown,d3-5,5,3,valid
Day_08051212_Right_Back_Cut1_00143_jpg.jpg,Day_08051212_Right_Back_Cut1,test,outdoor,d0-2,1,2,train
01-08-2022__02-39-04PM_jpg.jpg,01-08-2022__02-39-04PM,train,indoor,d0-2,1,2,valid
image_921_jpg.jpg,image,train,indoor,d3-5,2,3,train
img970324137018_jpg.jpg,img970324137018,train,unknown,d3-5,3,1,train
Day_2102191709_N_Right_Back_Cut1_00009_jpg.jpg,Day_2102191709_N_Right_Back_Cut1,train,outdoor,d6-10,9,3,train
Day_2102191726_P_Right_Back_Cut1_00666_jpg.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,6,2,train
01-08-2022__12-11-31PM_jpg__2.jpg,01-08-2022__12-11-31PM,val,indoor,d3-5,4,3,train
Day_2102191726_P_Right_Back_Cut1_00666_jpg__2.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,6,2,valid
SeieeDept-020_00120_jpg.jpg,SeieeDept-020,train,outdoor,d0-2,2,2,train
img97360292993_jpg.jpg,img97360292993,train,unknown,d0-2,1,3,train
Day_07141436_Right_Back_Cut1_01078_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,8,2,test
image_722_jpg.jpg,image,train,indoor,d3-5,4,2,valid
image_722_jpg__2.jpg,image,train,indoor,d3-5,4,1,test
img973602153626_jpg.jpg,img973602153626,train,unknown,d3-5,3,1,train
Day_202102191756_P_Right_Back_Cut1_00385_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,7,3,train
040840_51_364778_jpg.jpg,040840_51,train,semi,d0-2,1,1,train
040840_51_364778_jpg__2.jpg,040840_51,train,semi,d0-2,1,2,train
opencv_frame_15445_png_jpg.jpg,opencv_frame,train,indoor,d0-2,1,6,train
CAM39-25-08-2022__07-03-30PMgt_jpg.jpg,CAM39-25-08-2022__07-03-30PMgt,train,unknown,d0-2,1,3,train
SJTU_SEIEE-182_330-02962_jpg.jpg,SJTU_SEIEE-182_330,train,unknown,d3-5,4,1,train
Day_202102191756_P_Right_Back_Cut1_00585_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,9,3,train
Day_202102191756_P_Right_Back_Cut1_00585_jpg__2.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,9,1,train
image_872_jpg.jpg,image,train,indoor,d3-5,4,2,test
Day_2102191625_N_Right_Back_Cut1_00004_jpg.jpg,Day_2102191625_N_Right_Back_Cut1,train,outdoor,d0-2,2,2,train
040840_50_411716_jpg.jpg,040840_50,train,semi,d0-2,1,2,train
Day_202102191756_P_Right_Back_Cut1_00595_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,9,1,train
Day_202102191756_P_Right_Back_Cut1_00595_jpg__2.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,9,2,valid
01-08-2022__04-08-57PM_jpg.jpg,01-08-2022__04-08-57PM,train,indoor,d6-10,7,3,train
image_506_jpg__2.jpg,image,train,indoor,d3-5,7,3,train
opencv_frame_15445_png_jpg__2.jpg,opencv_frame,train,indoor,d0-2,1,2,train
img970324109443_jpg.jpg,img970324109443,train,unknown,d3-5,3,3,train
image_380_jpg.jpg,image,train,indoor,d3-5,6,3,train
image_840_jpg.jpg,image,train,indoor,d3-5,1,2,train
img970324161589_jpg.jpg,img970324161589,train,unknown,d3-5,3,2,train
Day_2102191726_P_Right_Back_Cut1_00506_jpg.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,2,1,train
Day_2102191709_N_Right_Back_2_Cut2_00240_jpg.jpg,Day_2102191709_N_Right_Back_2_Cut2,train,outdoor,d6-10,5,2,train
opencv_frame_19425_png_jpg.jpg,opencv_frame,train,indoor,d0-2,1,3,train
040840_49_646146_jpg.jpg,040840_49,train,semi,d0-2,1,1,train
040840_49_646146_jpg__2.jpg,040840_49,train,semi,d0-2,1,2,valid
040840_52_395953_jpg.jpg,040840_52,train,semi,d0-2,1,2,train
opencv_frame_15445_png_jpg__3.jpg,opencv_frame,train,indoor,d0-2,1,3,train
CAM19-23-08-2022__03-30-35PMgt_jpg.jpg,CAM19-23-08-2022__03-30-35PMgt,test,unknown,d0-2,1,2,train
CAM19-23-08-2022__03-30-35PMgt_jpg__2.jpg,CAM19-23-08-2022__03-30-35PMgt,test,unknown,d0-2,1,1,valid
Day_06101541_Right_Back_2_Cut1_00420_jpg.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,6,1,train
Day_06101541_Right_Back_2_Cut1_00420_jpg__2.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,6,3,test
00394_jpg.jpg,00394,train,unknown,d0-2,1,2,train
image_205_jpg.jpg,image,train,indoor,d3-5,6,2,train
image_205_jpg__2.jpg,image,train,indoor,d3-5,6,1,train
60480_jpg.jpg,60480,train,unknown,d10+,11,1,train
Road-003_00441_jpg.jpg,Road-003,train,outdoor,d3-5,7,1,train
Day_07141436_Right_Back_Cut1_00038_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,2,5,train
image_287_jpg.jpg,image,train,indoor,d3-5,8,2,train
Road-006_00402_jpg.jpg,Road-006,train,outdoor,d0-2,3,2,train
Road-006_00402_jpg__2.jpg,Road-006,train,outdoor,d0-2,3,3,valid
Day_2102191709_N_Right_Back_2_Cut1_00521_jpg.jpg,Day_2102191709_N_Right_Back_2_Cut1,test,outdoor,d6-10,6,3,train
image_897_jpg.jpg,image,train,indoor,d3-5,4,3,valid
40320_jpg.jpg,40320,train,unknown,d10+,14,3,train
00917_jpg.jpg,00917,train,unknown,d0-2,1,1,train
00917_jpg__2.jpg,00917,train,unknown,d0-2,1,1,valid
CAM29-26-08-2022__05-14-46PMgt_jpg.jpg,CAM29-26-08-2022__05-14-46PMgt,val,unknown,d3-5,4,3,test
CAM29-26-08-2022__05-14-46PMgt_jpg__2.jpg,CAM29-26-08-2022__05-14-46PMgt,val,unknown,d3-5,4,1,train
opencv_frame_19360_png_jpg.jpg,opencv_frame,train,indoor,d0-2,2,3,train
01-08-2022__03-53-54PM_jpg.jpg,01-08-2022__03-53-54PM,val,indoor,d0-2,2,3,train
opencv_frame_19360_png_jpg__2.jpg,opencv_frame,train,indoor,d0-2,2,4,train
opencv_frame_19360_png_jpg__3.jpg,opencv_frame,train,indoor,d0-2,2,1,valid
00803_jpg.jpg,00803,train,unknown,d0-2,1,2,valid
00803_jpg__2.jpg,00803,train,unknown,d0-2,1,2,train
01-08-2022__12-58-12PM_jpg.jpg,01-08-2022__12-58-12PM,val,indoor,d0-2,1,2,train
img970324124253_jpg.jpg,img970324124253,train,unknown,d3-5,4,2,valid
img970324124253_jpg__2.jpg,img970324124253,train,unknown,d3-5,4,2,train
img970324124253_jpg__3.jpg,img970324124253,train,unknown,d3-5,4,3,test
CAM15-15-09-2022__05-50-10PMgt_jpg.jpg,CAM15-15-09-2022__05-50-10PMgt,train,unknown,d0-2,1,2,valid
CAM15-15-09-2022__05-50-10PMgt_jpg__2.jpg,CAM15-15-09-2022__05-50-10PMgt,train,unknown,d0-2,1,1,test
img97032414185_jpg.jpg,img97032414185,train,unknown,d3-5,3,2,train
img965796318884_jpg.jpg,img965796318884,train,unknown,d3-5,5,1,train
SeieeDept-025_01348_jpg.jpg,SeieeDept-025,train,outdoor,d0-2,1,1,train
SeieeDept-025_01348_jpg__2.jpg,SeieeDept-025,train,outdoor,d0-2,1,1,train
01-08-2022__03-25-18PM_jpg.jpg,01-08-2022__03-25-18PM,train,indoor,d3-5,3,1,train
image_439_jpg.jpg,image,train,indoor,d3-5,6,1,train
image_439_jpg__2.jpg,image,train,indoor,d3-5,5,1,train
Day_07141436_Right_Back_Cut1_01268_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,9,1,train
Day_07141436_Right_Back_Cut1_01268_jpg__2.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,9,1,train
image_89_jpg.jpg,image_89,train,indoor,d6-10,7,1,train
image_89_jpg__2.jpg,image_89,train,indoor,d6-10,7,2,valid
Day_07141436_Right_Back_Cut1_00538_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,5,5,train
opencv_frame_18830_png_jpg.jpg,opencv_frame,train,indoor,d0-2,2,4,test
img97360277154_jpg.jpg,img97360277154,val,unknown,d3-5,3,1,train
2_PNG_jpg.jpg,2_PNG,train,unknown,d0-2,1,2,valid
img97032476956_jpg.jpg,img97032476956,train,unknown,d3-5,5,1,train
img97032476956_jpg__2.jpg,img97032476956,train,unknown,d3-5,5,1,test
56160_jpg.jpg,56160,train,unknown,d6-10,10,2,valid
56160_jpg__2.jpg,56160,train,unknown,d6-10,10,1,train
SeieeDept-016_00331_jpg.jpg,SeieeDept-016,train,outdoor,d0-2,3,1,train
SeieeDept-016_00331_jpg__2.jpg,SeieeDept-016,train,outdoor,d0-2,3,1,train
output1_mp4-19_jpg.jpg,output1_mp4-19,train,unknown,d0-2,2,2,valid
Day_07141436_Right_Back_Cut1_00538_jpg__2.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,2,1,train
output1_mp4-19_jpg__2.jpg,output1_mp4-19,train,unknown,d0-2,2,4,train
01-08-2022__10-24-23AM_jpg.jpg,01-08-2022__10-24-23AM,train,indoor,d0-2,2,2,train
01-08-2022__10-24-23AM_jpg__2.jpg,01-08-2022__10-24-23AM,train,indoor,d0-2,2,1,train
image_112_jpg.jpg,image,train,indoor,d3-5,3,1,train
image_392_jpg.jpg,image,train,indoor,d3-5,8,3,train
image_392_jpg__2.jpg,image,train,indoor,d3-5,8,2,valid
01-08-2022__12-52-51PM_jpg.jpg,01-08-2022__12-52-51PM,train,indoor,d6-10,7,2,train
img96579681917_jpg.jpg,img96579681917,train,unknown,d6-10,6,2,train
image_375_jpg.jpg,image,train,indoor,d3-5,2,2,train
SeieeDept-030_00588_jpg.jpg,SeieeDept-030,train,outdoor,d0-2,1,2,train
Day_07141436_Right_Back_Cut1_00188_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,3,1,train
SeieeDept-030_00588_jpg__2.jpg,SeieeDept-030,train,outdoor,d0-2,1,3,train
Day_202102191756_P_Right_Back_Cut1_00245_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,5,3,train
Day_202102191756_P_Right_Back_Cut1_00245_jpg__2.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,5,1,test
Day_06101541_Right_Back_2_Cut1_00170_jpg.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,1,4,test
01-08-2022__08-32-41AM_jpg.jpg,01-08-2022__08-32-41AM,train,indoor,d0-2,1,1,train
CAM33-23-08-2022__05-28-36PMgt_jpg.jpg,CAM33-23-08-2022__05-28-36PMgt,train,unknown,d3-5,4,5,valid
CAM38-23-08-2022__05-28-37PMgt_jpg.jpg,CAM38-23-08-2022__05-28-37PMgt,val,unknown,d0-2,1,1,train
01197_jpg.jpg,01197,train,unknown,d0-2,1,4,valid
01197_jpg__2.jpg,01197,train,unknown,d0-2,1,2,valid
Day_2102191709_N_Right_Back_2_Cut1_00281_jpg.jpg,Day_2102191709_N_Right_Back_2_Cut1,test,outdoor,d6-10,6,2,train
Day_07141436_Right_Back_Cut1_00188_jpg__2.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,3,2,train
img970324128840_jpg.jpg,img970324128840,train,unknown,d3-5,5,1,train
img970324128840_jpg__2.jpg,img970324128840,train,unknown,d3-5,5,2,test
040841_01_311629_jpg.jpg,040841_01,train,semi,d0-2,1,1,train
Day_06101541_Right_Back_2_Cut1_00190_jpg.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,3,1,train
01736_jpg.jpg,01736,train,unknown,d0-2,1,2,train
01736_jpg__2.jpg,01736,train,unknown,d0-2,1,1,valid
01-08-2022__03-35-23PM_jpg.jpg,01-08-2022__03-35-23PM,train,indoor,d0-2,2,1,train
CAM21-23-08-2022__05-28-35PMgt_jpg.jpg,CAM21-23-08-2022__05-28-35PMgt,train,unknown,d0-2,2,4,train
image_460_jpg.jpg,image,train,indoor,d3-5,6,2,train
image_460_jpg__2.jpg,image,train,indoor,d3-5,6,1,test
image_917_jpg.jpg,image,train,indoor,d3-5,10,2,train
image_758_jpg.jpg,image,train,indoor,d3-5,2,3,train
image_758_jpg__2.jpg,image,train,indoor,d3-5,2,1,test
SJTU_SEIEE-182_330-01977_jpg.jpg,SJTU_SEIEE-182_330,train,unknown,d3-5,6,2,train
SJTU_SEIEE-182_330-01977_jpg__2.jpg,SJTU_SEIEE-182_330,train,unknown,d3-5,6,1,test
Day_202102191756_P_Right_Back_Cut1_00705_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,7,1,train
01-08-2022__10-14-53AM_jpg.jpg,01-08-2022__10-14-53AM,val,indoor,d3-5,5,2,train
01-08-2022__03-13-13PM_jpg.jpg,01-08-2022__03-13-13PM,train,indoor,d3-5,3,1,train
img97032432300_jpg.jpg,img97032432300,train,unknown,d0-2,1,1,train
img97032432300_jpg__2.jpg,img97032432300,train,unknown,d0-2,1,1,valid
img970324115123_jpg.jpg,img970324115123,train,unknown,d0-2,2,2,valid
CrossRoad-001_00085_jpg.jpg,CrossRoad-001,val,outdoor,d0-2,3,1,train
image_917_jpg__2.jpg,image,train,indoor,d3-5,10,1,train
img97360274946_jpg.jpg,img97360274946,train,unknown,d3-5,3,1,train
img97360274946_jpg__2.jpg,img97360274946,train,unknown,d3-5,3,4,train
img97360274946_jpg__3.jpg,img97360274946,train,unknown,d3-5,3,1,valid
image_761_jpg.jpg,image,train,indoor,d3-5,1,2,train
040840_49_068063_jpg.jpg,040840_49,train,semi,d0-2,1,4,valid
040840_49_068063_jpg__2.jpg,040840_49,train,semi,d0-2,1,1,valid
img965796341711_jpg.jpg,img965796341711,val,unknown,d0-2,2,2,test
Day_2102191709_N_Right_Back_2_Cut2_00280_jpg.jpg,Day_2102191709_N_Right_Back_2_Cut2,train,outdoor,d6-10,5,3,train
00930_jpg.jpg,00930,train,unknown,d0-2,1,2,train
CAM12-23-08-2022__03-30-35PMgt_jpg.jpg,CAM12-23-08-2022__03-30-35PMgt,train,unknown,d3-5,3,2,test
